Reno himself can take credit for most of the movie 's success .	1
Despite the film 's shortcomings , the stories are quietly moving .	1
Despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .	2
Rifkin no doubt fancies himself something of a Hubert Selby Jr. , but there is n't an ounce of honest poetry in his entire script ; it 's simply crude and unrelentingly exploitative .	2
... quite good at providing some good old fashioned spooks .	1
The huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .	1
At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .	1
... in no way original , or even all that memorable , but as downtown Saturday matinee brain candy , it does n't disappoint .	1
City by the Sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for .	1
Elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level .	2
The lead actors share no chemistry or engaging charisma .	2
It all comes down to whether you can tolerate Leon Barlow .	2
George Lucas returns as a visionary with a tale full of nuance and character dimension .	1
Directing with a sure and measured hand , ( Haneke ) steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .	1
The artwork is spectacular and unlike most animaton from Japan , the characters move with grace and panache .	1
The storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome .	1
You might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead .	2
Director Tom Shadyac and star Kevin Costner glumly mishandle the story 's promising premise of a physician who needs to heal himself .	2
An alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .	2
The film 's constant mood of melancholy and its unhurried narrative are masterfully controlled .	1
You may feel compelled to watch the film twice or pick up a book on the subject .	1
What 's most memorable about Circuit is that it 's shot on digital video , whose tiny camera enables Shafer to navigate spaces both large ... and small ... with considerable aplomb .	1
Flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding Equilibrium up .	2
It thankfully goes easy on the reel\/real world dichotomy that ( Jaglom ) pursued with such enervating determination in Venice\/Venice .	1
American musical comedy as we know it would n't exist without the precedent of Yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of Broadway .	1
What lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map .	1
Once one experiences Mr. Haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .	2
Some of the characters die and others do n't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares .	2
While somewhat less than it might have been , the film is a good one , and you 've got to hand it to director George Clooney for biting off such a big job the first time out .	1
Manages to please its intended audience -- children -- without placing their parents in a coma-like state .	1
A confluence of kiddie entertainment , sophisticated wit and symbolic graphic design .	1
Mr. Goyer 's loose , unaccountable direction is technically sophisticated in the worst way .	2
Best indie of the year , so far .	1
Animated drivel meant to enhance the self-image of drooling idiots .	2
A long , dull procession of despair , set to cello music culled from a minimalist funeral .	2
None of this sounds promising and , indeed , the first half of Sorority Boys is as appalling as any ` comedy ' to ever spill from a projector 's lens .	2
In fact , it does n't even seem like she tried .	2
A waterlogged version of ` Fatal Attraction ' for the teeny-bopper set ... a sad , soggy potboiler that wastes the talents of its attractive young leads .	2
Writer \/ director M. Night Shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .	1
You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .	2
The beautiful images and solemn words can not disguise the slack complacency of ( Godard 's ) vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice .	2
Peppering this urban study with references to Norwegian folktales , Villeneuve creates in Maelstrom a world where the bizarre is credible and the real turns magical .	1
A clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ...	2
Downbeat , period-perfect biopic hammers home a heavy-handed moralistic message .	1
Those seeking a definitive account of Eisenstein 's life would do better elsewhere .	2
Foster and Whitaker are especially fine .	1
Hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the U.S. -- a major director is emerging in world cinema .	1
For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .	1
There 's nothing to gain from watching They .	2
An ambitious , guilt-suffused melodrama crippled by poor casting .	2
The solid filmmaking and convincing characters makes this a high water mark for this genre .	1
Unfolds as one of the most politically audacious films of recent decades from any country , but especially from France .	1
